,Player_ID,Name,YrStart,YrEnd,Pos,Height,Weight,Birth_date,College
0,abdelal01,Alaa Abdelnaby,1991,1995,F-C,6-10,240,"June 24, 1968",Duke University
1,abdulza01,Zaid Abdul-Aziz,1969,1978,C-F,6-9,235,"April 7, 1946",Iowa State University
2,abdulka01,Kareem Abdul-Jabbar,1970,1989,C,7-2,225,"April 16, 1947","University of California, Los Angeles"
3,abdulma02,Mahmoud Abdul-Rauf,1991,2001,G,6-1,162,"March 9, 1969",Louisiana State University
4,abdulta01,Tariq Abdul-Wahad,1998,2003,F,6-6,223,"November 3, 1974",San Jose State University
5,abdursh01,Shareef Abdur-Rahim,1997,2008,F,6-9,225,"December 11, 1976",University of California
6,abernto01,Tom Abernethy,1977,1981,F,6-7,220,"May 6, 1954",Indiana University
7,ablefo01,Forest Able,1957,1957,G,6-3,180,"July 27, 1932",Western Kentucky University
8,abramjo01,John Abramovic,1947,1948,F,6-3,195,"February 9, 1919",Salem International University
9,abrinal01,Alex Abrines,2017,2018,G-F,6-6,190,"August 1, 1993",
10,ackeral01,Alex Acker,2006,2009,G,6-5,185,"January 21, 1983",Pepperdine University
11,ackerdo01,Don Ackerman,1954,1954,G,6-0,183,"September 4, 1930",Long Island University
12,acresma01,Mark Acres,1988,1993,F-C,6-11,220,"November 15, 1962",Oral Roberts University
13,actonbu01,Bud Acton,1968,1968,F,6-6,210,"January 11, 1942",Hillsdale College
14,acyqu01,Quincy Acy,2013,2018,F,6-7,240,"October 6, 1990",Baylor University
15,adamsal01,Alvan Adams,1976,1988,C-F,6-9,210,"July 19, 1954",University of Oklahoma
16,adamsdo01,Don Adams,1971,1977,F,6-6,210,"November 27, 1947",Northwestern University
17,adamsge01,George Adams,1973,1975,F-G,6-5,210,"May 15, 1949",Gardner-Webb University
18,adamsha01,Hassan Adams,2007,2009,G,6-4,220,"June 20, 1984",University of Arizona
19,adamsjo01,Jordan Adams,2015,2016,G,6-5,209,"July 8, 1994","University of California, Los Angeles"
20,adamsmi01,Michael Adams,1986,1996,G,5-10,162,"January 19, 1963",Boston College
21,adamsst01,Steven Adams,2014,2018,C,7-0,255,"July 20, 1993",University of Pittsburgh
22,addisra01,Rafael Addison,1987,1997,F-G,6-7,215,"July 22, 1964",Syracuse University
23,adebaba01,Bam Adebayo,2018,2018,C-F,6-10,243,"July 18, 1997",University of Kentucky
24,adelmri01,Rick Adelman,1969,1975,G,6-1,175,"June 16, 1946",Loyola Marymount University
25,adrieje01,Jeff Adrien,2011,2015,F,6-7,245,"February 10, 1986",University of Connecticut
26,afflaar01,Arron Afflalo,2008,2018,G,6-5,210,"October 15, 1985","University of California, Los Angeles"
27,agerma01,Maurice Ager,2007,2011,G,6-5,202,"February 9, 1984",Michigan State University
28,aguirma01,Mark Aguirre,1982,1994,F-G,6-6,232,"December 10, 1959",DePaul University
29,ahearbl01,Blake Ahearn,2008,2012,G,6-2,190,"May 27, 1984",Missouri State University
30,aingeda01,Danny Ainge,1982,1995,G,6-4,175,"March 17, 1959",Brigham Young University
31,aitchma01,Matthew Aitch,1968,1968,F,6-7,230,"September 21, 1944",Michigan State University
32,ajincal01,Alexis Ajinca,2009,2017,C,7-2,248,"May 6, 1988",
33,akinhe01,Henry Akin,1967,1969,C-F,6-10,225,"July 31, 1944",Morehead State University
34,akognjo01,Josh Akognon,2013,2013,G,5-11,185,"February 10, 1986","California State University, Fullerton"
35,alabiso01,Solomon Alabi,2011,2012,C,7-1,251,"March 21, 1988",Florida State University
36,alarima01,Mark Alarie,1987,1991,F,6-8,217,"December 11, 1963",Duke University
37,alcorga01,Gary Alcorn,1960,1961,C,6-9,225,"October 8, 1936","California State University, Fresno"
38,aldemfu01,Furkan Aldemir,2015,2015,F-C,6-10,240,"August 9, 1991",
39,aldrico01,Cole Aldrich,2011,2018,C,6-11,250,"October 31, 1988",University of Kansas
40,aldrila01,LaMarcus Aldridge,2007,2018,F-C,6-11,260,"July 19, 1985",University of Texas at Austin
41,aleksch01,Chuck Aleksinas,1985,1985,C,6-11,260,"February 26, 1959",University of Connecticut
42,alexacl01,Cliff Alexander,2016,2016,F,6-8,245,"November 16, 1995",University of Kansas
43,alexaco01,Cory Alexander,1996,2005,G,6-1,185,"June 22, 1973",University of Virginia
44,alexaco02,Courtney Alexander,2001,2003,G,6-5,205,"April 27, 1977","California State University, Fresno"
45,alexaga01,Gary Alexander,1994,1994,F,6-7,240,"November 1, 1969",University of South Florida
46,alexajo01,Joe Alexander,2009,2010,F,6-8,230,"December 26, 1986",West Virginia University
47,alexavi01,Victor Alexander,1992,2002,C-F,6-9,265,"August 31, 1969",Iowa State University
48,alforst01,Steve Alford,1988,1991,G,6-2,183,"November 23, 1964",Indiana University
49,allenbi01,Bill Allen,1968,1968,C-F,6-8,205,,New Mexico State University
50,allenbo01,Bob Allen,1969,1969,F,6-9,205,"July 17, 1946",Marshall University
51,allenja01,Jarrett Allen,2018,2018,F-C,6-10,234,"April 21, 1998",University of Texas at Austin
52,allenje01,Jerome Allen,1996,1997,G,6-4,184,"January 28, 1973",University of Pennsylvania
53,allenka01,Kadeem Allen,2018,2018,G,6-3,192,"January 15, 1993",University of Arizona
54,allenla01,Lavoy Allen,2012,2017,F-C,6-9,260,"February 4, 1989",Temple University
55,allenlu01,Lucius Allen,1970,1979,G,6-2,175,"September 26, 1947","University of California, Los Angeles"
56,allenma01,Malik Allen,2002,2011,F-C,6-10,255,"June 27, 1978",Villanova University
57,allenra01,Randy Allen,1989,1990,F,6-8,220,"January 26, 1965",Florida State University
58,allenra02,Ray Allen,1997,2014,G,6-5,205,"July 20, 1975",University of Connecticut
59,allento01,Tony Allen,2005,2018,G-F,6-4,213,"January 11, 1982",Oklahoma State University
60,allenwi01,Willie Allen,1972,1972,F,6-6,230,"February 8, 1949",University of Miami
61,allisod01,Odis Allison,1972,1972,F,6-6,195,"October 2, 1949","University of Nevada, Las Vegas"
62,allrela01,Lance Allred,2008,2008,C,6-11,250,"February 2, 1981",Weber State University
63,allumda01,Darrell Allums,1981,1981,F,6-9,220,"September 12, 1958","University of California, Los Angeles"
64,almonmo01,Morris Almond,2008,2012,G,6-6,225,"February 2, 1985",Rice University
65,alstode01,Derrick Alston,1995,1997,F,6-11,225,"August 20, 1972",Duquesne University
66,alstora01,Rafer Alston,2000,2010,G,6-2,171,"July 24, 1976","California State University, Fresno"
67,alumape01,Peter Aluma,1999,1999,C,6-10,260,"April 23, 1973",Liberty University
68,amaecjo01,John Amaechi,1996,2003,C-F,6-10,270,"November 26, 1970",Pennsylvania State University
69,amayaas01,Ashraf Amaya,1996,1997,F,6-8,230,"November 23, 1971",Southern Illinois University
70,aminual01,Al-Farouq Aminu,2011,2018,F,6-9,220,"September 21, 1990",Wake Forest University
71,amundlo01,Lou Amundson,2007,2016,F,6-9,220,"December 7, 1982","University of Nevada, Las Vegas"
72,anderbo01,Bob Anderegg,1960,1960,F-G,6-3,200,"August 24, 1937",Michigan State University
73,anderch01,Chris Andersen,2002,2017,F-C,6-10,245,"July 7, 1978",Blinn College
74,anderda03,David Andersen,2010,2011,C,6-11,245,"June 23, 1980",
75,anderal01,Alan Anderson,2006,2017,G-F,6-6,220,"October 16, 1982",Michigan State University
76,anderan01,Andrew Anderson,1968,1970,G,6-2,184,"July 6, 1945",Canisius College
77,anderan02,Antonio Anderson,2010,2010,G,6-6,215,"June 5, 1985",University of Memphis
78,andercl01,Cliff Anderson,1968,1971,G-F,6-2,200,"September 7, 1944",Saint Joseph's University
79,anderda01,Dan Anderson,1968,1969,C,6-10,230,"February 15, 1943",Augsburg College
80,anderda02,Dan Anderson,1975,1976,G,6-2,185,"January 1, 1951",University of Southern California
81,anderde01,Derek Anderson,1998,2008,G,6-5,194,"July 18, 1974",University of Kentucky
82,anderdw01,Dwight Anderson,1983,1983,G,6-3,185,"December 28, 1960",University of Southern California
83,anderer01,Eric Anderson,1993,1994,F,6-9,220,"May 26, 1970",Indiana University
84,andergr01,Greg Anderson,1988,1998,F-C,6-10,230,"June 22, 1964",University of Houston
85,anderjj01,J.J. Anderson,1983,1985,F,6-8,195,"September 23, 1960",Bradley University
86,anderja01,James Anderson,2011,2016,G-F,6-6,213,"March 25, 1989",Oklahoma State University
87,anderje01,Jerome Anderson,1976,1977,G,6-5,195,"October 9, 1953",West Virginia University
88,anderju01,Justin Anderson,2016,2018,G,6-6,228,"November 19, 1993",University of Virginia
89,anderke01,Kenny Anderson,1992,2005,G,6-0,168,"October 9, 1970",Georgia Institute of Technology
90,anderki01,Kim Anderson,1979,1979,F,6-7,200,"May 12, 1955",University of Missouri
91,anderky01,Kyle Anderson,2015,2018,F-G,6-9,230,"September 20, 1993","University of California, Los Angeles"
92,andermi01,Michael Anderson,1989,1989,G,5-11,184,"March 23, 1966",Drexel University
93,anderni01,Nick Anderson,1990,2002,F-G,6-6,205,"January 20, 1968",University of Illinois at Urbana-Champaign
94,anderri01,Richard Anderson,1983,1990,F-C,6-10,240,"November 19, 1960","University of California, Santa Barbara"
95,anderro01,Ron Anderson,1985,1994,F-G,6-7,215,"October 15, 1958","California State University, Fresno"
96,anderry01,Ryan Anderson,2009,2018,F,6-10,240,"May 6, 1988",University of California
97,andersh01,Shandon Anderson,1997,2006,F-G,6-6,208,"December 31, 1973",University of Georgia
98,anderwi01,Willie Anderson,1989,1997,G-F,6-7,190,"January 8, 1967",University of Georgia
99,anderwa01,Wally Anderzunas,1970,1970,C-F,6-7,220,"January 11, 1946",Creighton University
100,andrima01,Martynas Andriuskevicius,2006,2006,C,7-2,240,"March 12, 1986",
101,anieldo01,Don Anielak,1955,1955,F,6-7,190,"November 1, 1930",Missouri State University
102,anigbik01,Ike Anigbogu,2018,2018,F-C,6-10,252,"October 22, 1998","University of California, Los Angeles"
103,anslemi01,Michael Ansley,1990,1992,F,6-7,225,"February 8, 1967",University of Alabama
104,anstech01,Chris Anstey,1998,2000,C,7-0,249,"January 1, 1975",
105,antetgi01,Giannis Antetokounmpo,2014,2018,F-G,6-11,222,"December 6, 1994",
106,antetth01,Thanasis Antetokounmpo,2016,2016,F,6-7,205,"July 17, 1992",
107,anthoca01,Carmelo Anthony,2004,2018,F,6-8,240,"May 29, 1984",Syracuse University
108,anthogr01,Greg Anthony,1992,2002,G,6-0,176,"November 15, 1967","University of Nevada, Las Vegas"
109,anthojo01,Joel Anthony,2008,2017,C,6-9,245,"August 9, 1982","University of Nevada, Las Vegas"
110,anticpe01,Pero Antic,2014,2015,C-F,6-11,260,"July 29, 1982",
111,anunoog01,OG Anunoby,2018,2018,F,6-8,232,"July 17, 1997",Indiana University
112,applike01,Keith Appling,2016,2016,G,6-1,185,"February 13, 1992",Michigan State University
113,araujra01,Rafael Araujo,2005,2007,C,6-11,280,"August 12, 1980",Brigham Young University
114,arcenst01,Stacey Arceneaux,1962,1962,F,6-4,210,"February 17, 1936",Iowa State University
115,archiro01,Robert Archibald,2003,2004,F,6-11,250,"March 29, 1980",University of Illinois at Urbana-Champaign
116,architi01,Tiny Archibald,1971,1984,G,6-1,150,"September 2, 1948",University of Texas at El Paso
117,arcidry01,Ryan Arcidiacono,2018,2018,G,6-3,188,"March 26, 1994",Villanova University
118,ardji01,Jim Ard,1971,1978,F-C,6-8,215,"September 19, 1948",University of Cincinnati
119,arenagi01,Gilbert Arenas,2002,2012,G,6-3,191,"January 6, 1982",University of Arizona
120,arizatr01,Trevor Ariza,2005,2018,F,6-8,215,"June 30, 1985","University of California, Los Angeles"
121,arizipa01,Paul Arizin,1951,1962,F-G,6-4,190,"April 9, 1928",Villanova University
122,arlaujo01,Joe Arlauckas,1988,1988,F,6-9,230,"July 20, 1965",Niagara University
123,armstbj01,B.J. Armstrong,1990,2000,G,6-2,175,"September 9, 1967",University of Iowa
124,armstbo01,Bob Armstrong,1957,1957,C-F,6-8,220,"June 17, 1933",Michigan State University
125,armstbr01,Brandon Armstrong,2002,2004,G,6-5,188,"June 16, 1980",Pepperdine University
126,armstcu01,Curly Armstrong,1949,1951,G-F,5-11,170,"November 1, 1918",Indiana University
127,armstda01,Darrell Armstrong,1995,2008,G,6-0,170,"June 22, 1968",Fayetteville State University
128,armsthi01,Hilton Armstrong,2007,2014,F-C,6-11,235,"November 11, 1984",University of Connecticut
129,armstta01,Tate Armstrong,1978,1979,G,6-3,175,"October 5, 1955",Duke University
130,arnelje01,Jesse Arnelle,1956,1956,F,6-5,220,"December 30, 1933",Pennsylvania State University
131,arnetja01,Jay Arnette,1964,1966,G,6-2,175,"December 19, 1938",University of Texas at Austin
132,arnzebo01,Bob Arnzen,1970,1974,F,6-5,205,"November 3, 1947",University of Notre Dame
133,arroyca01,Carlos Arroyo,2002,2011,G,6-2,202,"July 30, 1979",Florida International University
134,arthuda01,Darrell Arthur,2009,2018,F,6-9,235,"March 25, 1988",University of Kansas
135,arthujo01,John Arthurs,1970,1970,G,6-4,185,"August 15, 1947",Tulane University
136,artisja01,Jamel Artis,2018,2018,G-F,6-7,213,"January 12, 1993",University of Pittsburgh
137,asikom01,Omer Asik,2011,2018,C,7-0,255,"July 4, 1986",
138,askewvi01,Vincent Askew,1988,1998,G-F,6-6,210,"February 28, 1966",University of Memphis
139,askinke01,Keith Askins,1991,1999,G-F,6-7,197,"December 15, 1967",University of Alabama
140,asmondo01,Don Asmonga,1954,1954,G,6-2,185,"February 15, 1928",Alliance College
141,athadi01,Dick Atha,1956,1958,G,6-2,190,"September 21, 1931",Indiana State University
142,atkinch01,Chucky Atkins,2000,2010,G,5-11,160,"August 14, 1974",University of South Florida
143,attleal01,Al Attles,1961,1971,G,6-0,175,"November 7, 1936",North Carolina Agricultural and Technical State University
144,aubucch01,Chet Aubuchon,1947,1947,G,5-10,137,"May 18, 1916",Michigan State University
145,augmost01,Stacey Augmon,1992,2006,F-G,6-8,205,"August 1, 1968","University of Nevada, Las Vegas"
146,augusdj01,D.J. Augustin,2009,2018,G,6-0,183,"November 10, 1987",University of Texas at Austin
147,augusja01,James Augustine,2007,2008,F,6-10,235,"February 27, 1984",University of Illinois at Urbana-Champaign
148,austiis01,Isaac Austin,1992,2002,C,6-10,255,"August 18, 1969",Arizona State University
149,austijo01,Johnny Austin,1967,1968,G,6-0,170,"August 31, 1944",Boston College
150,austike01,Ken Austin,1984,1984,F,6-9,205,"July 15, 1961",Rice University
151,aventan01,Anthony Avent,1993,2000,F,6-9,235,"October 18, 1969",Seton Hall University
152,averibi01,Bird Averitt,1974,1978,G,6-1,170,"July 22, 1952",Pepperdine University
153,averywi01,William Avery,2000,2002,G,6-2,197,"August 8, 1979",Duke University
154,awtrede01,Dennis Awtrey,1971,1982,C,6-10,235,"February 22, 1948",Santa Clara University
155,ayongu01,Gustavo Ayon,2012,2014,C,6-10,250,"April 1, 1985",
156,pendeje02,Jeff Ayres,2010,2016,F,6-9,240,"April 29, 1987",Arizona State University
157,azubuke01,Kelenna Azubuike,2007,2012,G,6-5,220,"December 16, 1983",University of Kentucky
158,babbch01,Chris Babb,2014,2014,G,6-5,225,"February 14, 1990",Iowa State University
159,babbilu01,Luke Babbitt,2011,2018,F,6-9,225,"June 20, 1989","University of Nevada, Reno"
160,babicmi01,Milos Babic,1991,1992,C-F,7-0,240,"November 23, 1968",Tennessee Technological University
161,bachjo01,Johnny Bach,1949,1949,F-G,6-2,180,"July 10, 1924",Fordham University
162,bacondw01,Dwayne Bacon,2018,2018,G,6-6,222,"August 30, 1995",Florida State University
163,baconhe01,Henry Bacon,1973,1973,G,6-3,205,"July 5, 1948",University of Louisville
164,baechji01,Jim Baechtold,1953,1957,F-G,6-4,205,"December 9, 1927",Eastern Kentucky University
165,bagarda01,Dalibor Bagaric,2001,2003,C,7-1,255,"February 7, 1980",
166,baglejo01,John Bagley,1983,1994,G,6-0,185,"April 23, 1960",Boston College
167,baileca01,Carl Bailey,1982,1982,C,7-0,210,"April 23, 1958",Tuskegee University
168,bailegu01,Gus Bailey,1975,1980,G-F,6-5,185,"February 18, 1951",University of Texas at El Paso
169,baileja01,James Bailey,1980,1988,F-C,6-9,220,"May 21, 1957",Rutgers University
170,baileth01,Thurl Bailey,1984,1999,F-C,6-11,215,"April 7, 1961",North Carolina State University
171,baileto01,Toby Bailey,1999,2000,G,6-6,213,"November 19, 1975","University of California, Los Angeles"
172,bairsca01,Cameron Bairstow,2015,2016,F-C,6-9,250,"December 7, 1990",University of New Mexico
173,bakerji01,Jimmie Baker,1976,1976,F,6-9,220,"December 25, 1953",University of Hawaii
174,bakerla01,LaMark Baker,1999,1999,G,6-1,175,"November 11, 1969",Ohio State University
175,bakerma01,Maurice Baker,2005,2005,G,6-1,175,"July 28, 1979",Oklahoma State University
176,bakerno01,Norm Baker,1947,1947,G,6-0,180,"February 17, 1923",
177,bakerro01,Ron Baker,2017,2018,G,6-4,220,"March 30, 1993",Wichita State University
178,bakervi01,Vin Baker,1994,2006,F,6-11,232,"November 23, 1971",University of Hartford
179,baldwwa01,Wade Baldwin,2017,2017,G,6-4,202,"March 29, 1996",Vanderbilt University
180,balkmre01,Renaldo Balkman,2007,2012,F,6-8,208,"July 14, 1984",University of South Carolina
181,ballce01,Cedric Ball,1991,1991,F,6-8,210,"April 16, 1968",University of North Carolina at Charlotte
182,balllo01,Lonzo Ball,2018,2018,G,6-6,190,"October 27, 1997","University of California, Los Angeles"
183,ballagr01,Greg Ballard,1978,1989,F,6-7,215,"January 29, 1955",University of Oregon
184,baltihe01,Herschel Baltimore,1947,1947,F,6-4,195,"June 21, 1921",Pennsylvania State University
185,banksge01,Gene Banks,1982,1987,F-G,6-7,215,"May 15, 1959",Duke University
186,banksma01,Marcus Banks,2004,2011,G,6-2,200,"November 19, 1981","University of Nevada, Las Vegas"
187,bankswa01,Walker Banks,1971,1971,C,6-10,205,"August 26, 1947",Western Kentucky University
188,bannike01,Ken Bannister,1985,1991,F-C,6-9,235,"April 1, 1960",Saint Augustine's College
189,bantomi01,Mike Bantom,1974,1982,F-C,6-9,200,"December 3, 1951",Saint Joseph's University
190,barbejo01,John Barber,1957,1957,F,6-6,210,"June 27, 1927","California State University, Los Angeles"
191,barbole01,Leandro Barbosa,2004,2017,G,6-3,194,"November 28, 1982",
192,bardost01,Steve Bardo,1992,1996,G,6-5,190,"April 5, 1968",University of Illinois at Urbana-Champaign
193,bareajo01,J.J. Barea,2007,2018,G,6-0,185,"June 26, 1984",Northeastern University
194,bargnan01,Andrea Bargnani,2007,2016,F-C,7-0,245,"October 26, 1985",
195,barkecl01,Cliff Barker,1950,1952,G,6-2,185,"January 15, 1921",University of Kentucky
196,barketo01,Tom Barker,1977,1979,C-F,6-11,225,"March 11, 1955",University of Hawaii
197,barklch01,Charles Barkley,1985,2000,F,6-6,252,"February 20, 1963",Auburn University
198,barkler01,Erick Barkley,2001,2002,G,6-1,177,"February 21, 1978",St. John's University
199,barksdo01,Don Barksdale,1952,1955,F-C,6-6,200,"March 31, 1923","University of California, Los Angeles"
200,barneha02,Harrison Barnes,2013,2018,F,6-8,210,"May 30, 1992",University of North Carolina
201,barneha01,Harry Barnes,1969,1969,F,6-3,205,"July 25, 1945",Northeastern University
202,barneji01,Jim Barnes,1965,1971,C-F,6-8,210,"April 13, 1941",University of Texas at El Paso
203,barnema01,Marvin Barnes,1975,1980,F-C,6-8,210,"July 27, 1952",Providence College
204,barnema02,Matt Barnes,2004,2017,F,6-7,226,"March 9, 1980","University of California, Los Angeles"
205,barnedi01,Dick Barnett,1960,1974,G-F,6-4,190,"October 2, 1936",Tennessee State University
206,barneji02,Jim Barnett,1967,1977,G-F,6-4,170,"July 7, 1944",University of Oregon
207,barnena01,Nathaniel Barnett,1976,1976,G,6-3,175,"January 29, 1953",University of Akron
208,barnhjo01,John Barnhill,1963,1972,G,6-1,180,"March 20, 1938",Tennessee State University
209,barnhno01,Norton Barnhill,1977,1977,G,6-4,205,"July 15, 1953",Washington State University
210,barnhle01,Leo Barnhorst,1950,1954,F-G,6-4,190,"May 11, 1924",University of Notre Dame
211,barrjo01,John Barr,1947,1947,F,6-3,205,"August 8, 1918",Pennsylvania State University
212,barrmi01,Mike Barr,1973,1977,G,6-3,180,"October 19, 1950",Duquesne University
213,barrmo01,Moe Barr,1971,1971,G,6-4,195,"June 19, 1944",Duquesne University
214,barrean01,Andre Barrett,2005,2008,G,5-10,172,"February 21, 1982",Seton Hall University
215,barreer01,Ernie Barrett,1954,1956,G-F,6-3,180,"August 27, 1929",Kansas State University
216,barremi01,Mike Barrett,1970,1973,G,6-2,155,"September 5, 1943",West Virginia University Institute of Technology
217,barroea01,Earl Barron,2006,2015,C,7-0,250,"August 14, 1981",University of Memphis
218,barroda01,Dana Barros,1990,2004,G,5-11,163,"April 13, 1967",Boston College
219,barrybr01,Brent Barry,1996,2009,G,6-6,185,"December 31, 1971",Oregon State University
220,barrydr01,Drew Barry,1998,2000,G,6-5,191,"February 17, 1973",Georgia Institute of Technology
221,barryjo01,Jon Barry,1993,2006,G,6-4,195,"July 25, 1969",Georgia Institute of Technology
222,barryri01,Rick Barry,1966,1980,F,6-7,205,"March 28, 1944",University of Miami
223,barteed01,Ed Bartels,1950,1951,F,6-5,195,"October 8, 1925",North Carolina State University
224,bartovi01,Vic Bartolome,1972,1972,C,7-0,230,"September 29, 1948",Oregon State University
225,bartowi01,Will Barton,2013,2018,G,6-6,175,"January 6, 1991",University of Memphis
226,basdeed01,Eddie Basden,2006,2006,G,6-5,215,"February 15, 1983",University of North Carolina at Charlotte
227,baskeje01,Jerry Baskerville,1976,1976,F,6-7,190,"November 10, 1951",Temple University
228,bassbr01,Brandon Bass,2006,2017,F,6-8,250,"April 30, 1985",Louisiana State University
229,basseti01,Tim Bassett,1974,1980,F-C,6-8,225,"April 1, 1951",University of Georgia
230,bastoma01,Maceo Baston,2003,2009,F,6-9,215,"May 29, 1975",University of Michigan
231,bateeme01,Mengke Bateer,2002,2004,C,6-11,290,"November 20, 1975",
232,batesbi01,Billy Ray Bates,1980,1983,G,6-4,210,"May 31, 1956",Kentucky State University
233,batises01,Esteban Batista,2006,2007,F-C,6-10,270,"September 2, 1983",
234,batismi01,Mike Batiste,2003,2003,F,6-8,225,"November 21, 1977",Arizona State University
235,battito01,Tony Battie,1998,2012,C-F,6-11,230,"February 11, 1976",Texas Tech University
236,battish01,Shane Battier,2002,2014,F,6-8,220,"September 9, 1978",Duke University
237,battljo01,John Battle,1986,1995,G,6-2,175,"November 9, 1962",Rutgers University
238,battlke01,Kenny Battle,1990,1993,F,6-6,210,"October 10, 1964",University of Illinois at Urbana-Champaign
239,battoda01,Dave Batton,1983,1984,C,6-10,240,"March 26, 1956",University of Notre Dame
240,battsll01,Lloyd Batts,1975,1975,G-F,6-4,185,"May 9, 1951",University of Cincinnati
241,batumni01,Nicolas Batum,2009,2018,F-G,6-8,200,"December 14, 1988",
242,baumjo01,Johnny Baum,1970,1974,F,6-5,200,"June 17, 1946",Temple University
243,baumhfr01,Frankie Baumholtz,1947,1947,G,5-10,170,"October 7, 1918",Ohio University
244,baxtelo01,Lonny Baxter,2003,2006,F,6-8,260,"January 27, 1979",University of Maryland
245,bayleje01,Jerryd Bayless,2009,2018,G,6-3,200,"August 20, 1988",University of Arizona
246,bayloel01,Elgin Baylor,1959,1972,F,6-5,225,"September 16, 1934",Seattle University
247,bayneho01,Howard Bayne,1968,1968,F,6-6,235,"July 28, 1942",University of Tennessee
248,baynear01,Aron Baynes,2013,2018,C,6-10,260,"December 9, 1986",Washington State University
249,bazarse01,Sergei Bazarevich,1995,1995,G,6-2,168,"March 16, 1965",
250,bazemke01,Kent Bazemore,2013,2018,G-F,6-5,201,"July 1, 1989",Old Dominion University
251,beached01,Ed Beach,1951,1951,F,6-3,200,"January 25, 1929",West Virginia University
252,bealbr01,Bradley Beal,2013,2018,G,6-5,207,"June 28, 1993",University of Florida
253,beardal01,Al Beard,1968,1968,C,6-9,200,"April 27, 1942",Norfolk State University
254,beardbu01,Butch Beard,1970,1979,G,6-3,185,"May 4, 1947",University of Louisville
255,beardra01,Ralph Beard,1950,1951,G,5-10,175,"December 2, 1927",University of Kentucky
256,beaslch01,Charles Beasley,1968,1971,G-F,6-5,190,"September 23, 1945",Southern Methodist University
257,beaslje01,Jerome Beasley,2004,2004,F,6-10,237,"May 17, 1980",University of North Dakota
258,beasljo01,John Beasley,1968,1974,F-C,6-9,225,"February 5, 1944",Texas A&M University
259,beaslma01,Malik Beasley,2017,2018,G,6-5,196,"November 26, 1996",Florida State University
260,beaslmi01,Michael Beasley,2009,2018,F,6-9,235,"January 9, 1989",Kansas State University
261,beatyze01,Zelmo Beaty,1963,1975,C,6-9,225,"October 25, 1939",Prairie View A&M University
262,beaubro01,Rodrigue Beaubois,2010,2013,G,6-0,170,"February 24, 1988",
263,beckby01,Byron Beck,1968,1977,C-F,6-9,225,"January 25, 1945",University of Denver
264,beckco01,Corey Beck,1996,1999,G,6-1,190,"May 27, 1971",University of Arkansas
265,becker01,Ernie Beck,1954,1961,G-F,6-4,190,"December 11, 1931",University of Pennsylvania
266,beckear01,Arthur Becker,1968,1973,F,6-7,205,"January 12, 1942",Arizona State University
267,beckemo01,Moe Becker,1947,1947,G-F,6-1,185,"February 24, 1917",Duquesne University
268,bedelbo01,Bob Bedell,1968,1971,F,6-7,205,"June 26, 1944",Stanford University
269,bedfowi01,William Bedford,1987,1993,C,7-0,225,"December 14, 1963",University of Memphis
270,beendha01,Hank Beenders,1947,1949,C-F,6-6,185,"June 2, 1916",Long Island University
271,behagro01,Ron Behagen,1974,1980,F-C,6-9,185,"January 14, 1951",University of Minnesota
272,behnkel01,Elmer Behnke,1952,1952,C,6-7,210,"February 3, 1929",Bradley University
273,belinma01,Marco Belinelli,2008,2018,G-F,6-5,210,"March 25, 1986",
274,bellch01,Charlie Bell,2002,2011,G,6-3,200,"March 12, 1979",Michigan State University
275,bellde01,Dennis Bell,1974,1976,F,6-5,185,"June 2, 1951",Drake University
276,belljo01,Jordan Bell,2018,2018,F,6-9,224,"January 7, 1995",University of Oregon
277,bellra01,Raja Bell,2001,2012,G,6-5,204,"September 19, 1976",Florida International University
278,belltr01,Troy Bell,2004,2004,G,6-1,180,"November 10, 1980",Boston College
279,bellwh01,Whitey Bell,1960,1961,G,6-0,180,"September 13, 1932",North Carolina State University
280,bellawa01,Walt Bellamy,1962,1975,C,6-11,225,"July 24, 1939",Indiana University
281,bembrde01,DeAndre' Bembry,2017,2018,F,6-6,210,"July 4, 1994",Saint Joseph's University
282,bemorir01,Irv Bemoras,1954,1957,F-G,6-3,185,"November 18, 1930",University of Illinois at Urbana-Champaign
283,benbole01,Leon Benbow,1975,1976,G,6-4,185,"July 23, 1950",Jacksonville University
284,bendedr01,Dragan Bender,2017,2018,F,7-1,225,"November 17, 1997",
285,bendejo01,Jonathan Bender,2000,2010,F,6-11,202,"January 30, 1981",
286,benimje01,Jerrelle Benimon,2015,2015,F,6-8,245,"August 1, 1991",Towson University
287,benjabe01,Benoit Benjamin,1986,2000,C,7-0,250,"November 22, 1964",Creighton University
288,benjaco01,Corey Benjamin,1999,2003,G,6-6,200,"February 24, 1978",Oregon State University
289,bennean01,Anthony Bennett,2014,2017,F,6-8,245,"March 14, 1993","University of Nevada, Las Vegas"
290,benneel01,Elmer Bennett,1995,1997,G,6-0,170,"February 13, 1970",University of Notre Dame
291,bennema01,Mario Bennett,1996,2000,F,6-6,235,"August 1, 1973",Arizona State University
292,benneme01,Mel Bennett,1976,1982,F,6-7,200,"January 4, 1955",University of Pittsburgh
293,bennesp01,Spider Bennett,1969,1969,G,6-3,190,"August 4, 1943",Winston-Salem State University
294,benneto01,Tony Bennett,1993,1995,G,6-0,175,"June 1, 1969",University of Wisconsin-Green Bay
295,bennewi01,Winston Bennett,1990,1992,F,6-7,210,"February 9, 1965",University of Kentucky
